,Unnamed: 0,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,year,observation_count,observation_percent,valid_day_count,required_day_count,exceptional_data_count,null_data_count,primary_exceedance_count,secondary_exceedance_count,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,second_max_value,third_max_value,fourth_max_value,first_max_non_overlapping_value,second_max_non_overlapping_value,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile
177,721605,20,173,1014,42101,1,37.686403,-97.338379,1996,8554,97,355,366,0,0,0.0,0.0,0,0.6435,0.551711,8.3,7.6,7.6,7.1,8.3,4.9,2.8,2.1,1.5,1.3,0.8,0.5,0.2
178,722641,4,19,1021,42101,1,32.0475,-110.773889,1994,8070,92,330,365,0,0,0.0,0.0,0,0.8171,0.668267,5.4,5.2,5.1,5.1,5.4,5.1,3.0,2.7,2.2,1.7,1.1,0.6,0.2
179,725529,6,37,4002,42101,1,33.82376,-118.18921,2010,8545,98,350,365,0,0,0.0,0.0,0,0.407256,0.286238,2.1,2.1,2.1,2.0,2.1,2.1,1.4,1.3,1.1,0.8,0.5,0.3,0.2
180,725676,48,479,16,42101,1,27.517449,-99.515219,2008,8363,95,346,366,0,0,0.0,0.0,0,0.25339,0.218196,2.8,2.8,2.8,2.7,2.8,2.8,1.1,0.8,0.5,0.4,0.3,0.3,0.0
181,731577,37,67,23,42101,1,36.06597,-80.258105,2010,8620,98,359,365,0,0,0.0,0.0,0,0.546172,0.296779,1.9,1.9,1.9,1.9,1.9,1.9,1.5,1.4,1.2,1.0,0.7,0.5,0.2
182,733690,4,19,2,42101,1,32.222058,-110.974681,2000,8718,99,362,366,0,0,0.0,0.0,0,0.685926,0.493284,3.8,3.7,3.7,3.6,3.8,3.5,2.1,1.9,1.6,1.3,1.0,0.6,0.1
183,734222,39,61,4002,42101,1,39.160058,-84.439102,2001,8702,99,361,365,0,0,0.0,0.0,0,0.513445,0.349786,3.0,3.0,3.0,2.9,3.0,2.9,1.9,1.5,1.1,0.9,0.6,0.5,0.1
184,741463,36,61,62,42101,1,40.720622,-74.003674,1995,8560,98,356,365,0,0,0.0,0.0,0,2.098294,0.807586,7.1,7.1,7.0,7.0,7.1,7.0,4.7,4.2,3.5,3.1,2.5,2.0,1.2
185,748225,36,61,92,42101,1,40.7455,-73.97704,1995,8680,99,360,365,0,0,0.0,0.0,0,1.700403,0.715155,7.5,7.3,7.1,7.0,7.5,6.5,4.0,3.6,3.0,2.6,2.1,1.6,0.9
186,749416,18,97,72,42101,1,39.768056,-86.16001,2016,8585,98,355,366,0,0,0.0,0.0,0,0.625603,0.3716,2.9,2.9,2.7,2.5,2.9,2.5,1.8,1.6,1.4,1.1,0.8,0.5,0.2
187,752990,4,19,1021,42101,1,32.0475,-110.773889,2002,6296,72,260,365,0,0,0.0,0.0,0,0.647109,0.381912,2.6,2.5,2.5,2.4,2.6,2.3,1.9,1.7,1.4,1.2,0.8,0.6,0.3
188,753666,18,141,1008,42101,1,41.693659,-86.236673,1990,8192,94,337,365,0,0,0.0,0.0,0,0.580212,0.385002,4.0,3.8,3.6,3.4,4.0,3.3,2.0,1.7,1.4,1.1,0.7,0.4,0.3
189,753779,27,123,44,42101,1,44.955799,-93.16661,1999,8678,99,360,365,0,0,0.0,0.0,0,0.857721,0.496986,4.2,4.1,4.0,4.0,4.2,4.0,2.4,2.1,1.8,1.5,1.1,0.8,0.3
190,754804,12,31,84,42101,1,30.320507,-81.68762,1998,7925,96,347,365,0,0,0.0,0.0,0,0.821451,0.529202,3.3,3.1,3.1,3.1,3.3,3.1,2.3,2.1,1.8,1.5,1.1,0.7,0.0
191,761422,42,71,7,42101,1,40.046667,-76.283333,1997,8675,99,359,365,0,0,0.0,0.0,0,0.281925,0.383239,3.9,3.9,3.8,3.8,3.9,3.3,1.7,1.4,0.9,0.7,0.5,0.1,0.0
192,764718,17,31,63,42101,1,41.877682,-87.635027,1999,8721,100,363,365,0,0,0.0,0.0,0,0.807453,0.351131,3.8,3.7,3.6,3.6,3.8,2.9,1.9,1.7,1.4,1.2,1.0,0.8,0.4
193,766421,34,23,2003,42101,1,40.508764,-74.268083,1999,8561,98,355,365,0,0,0.0,0.0,0,0.89562,0.393844,3.8,3.8,3.7,3.7,3.8,3.2,2.2,2.0,1.6,1.4,1.1,0.8,0.5
194,788177,6,83,2004,42101,1,34.63782,-120.4575,1992,8334,95,336,366,0,0,0.0,0.0,0,0.264363,0.382724,2.0,2.0,2.0,2.0,2.0,2.0,1.4,1.3,1.0,1.0,0.4,0.0,0.0
195,789056,42,43,102,42101,1,40.283348,-76.880221,1996,8693,99,360,366,0,0,0.0,0.0,0,0.880801,0.410213,2.6,2.6,2.6,2.6,2.6,2.6,2.1,1.9,1.7,1.4,1.1,0.8,0.4
196,793489,39,35,48,42101,1,41.49984,-81.68656,2000,8720,99,360,366,0,0,0.0,0.0,0,0.849484,0.471526,3.7,3.7,3.5,3.5,3.7,3.2,2.3,2.1,1.7,1.5,1.1,0.8,0.3
197,795980,39,35,73,42101,1,41.4408,-81.4948,2015,8141,93,330,365,0,0,0.0,0.0,0,0.230512,0.132032,0.9,0.9,0.9,0.9,0.9,0.9,0.6,0.5,0.5,0.4,0.3,0.2,0.1
198,802196,39,35,51,42101,1,41.504661,-81.690186,2000,8683,99,361,366,0,0,0.0,0.0,0,0.661062,0.51475,8.8,8.8,8.6,8.3,8.8,7.9,2.2,1.7,1.3,1.1,0.8,0.6,0.3
199,808613,34,7,3,42101,1,39.923042,-75.097617,1999,8701,99,363,365,0,0,0.0,0.0,0,0.531743,0.352204,3.9,3.8,3.7,3.7,3.9,3.7,2.0,1.6,1.2,0.9,0.6,0.4,0.3
200,810981,6,71,14,42101,1,34.512496,-117.330879,1996,6001,68,249,366,0,0,0.0,0.0,0,0.725396,1.019376,7.5,7.3,7.3,6.8,7.5,6.6,5.0,4.4,3.5,1.4,0.7,0.4,0.1
201,811716,8,31,2,42101,2,39.751184,-104.987625,1990,8611,98,356,365,0,0,18.0,18.0,0,1.534526,1.201262,12.1,11.8,11.5,11.4,12.1,11.4,6.1,5.1,3.8,2.8,1.9,1.3,0.5
202,813638,27,37,20,42101,1,44.76323,-93.03255,2012,8587,98,357,366,0,0,0.0,0.0,0,0.014534,0.046149,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0
203,822010,10,3,2004,42101,1,39.739444,-75.558056,2015,2612,30,103,365,0,0,0.0,0.0,0,0.308997,0.140822,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0.7,0.6,0.5,0.3,0.3,0.2
204,824468,34,27,3,42101,1,40.797342,-74.482494,1999,8749,100,365,365,0,0,0.0,0.0,0,1.086684,0.546927,4.2,4.1,4.1,4.1,4.2,4.1,2.9,2.6,2.1,1.8,1.4,1.0,0.5
205,834633,17,143,36,42101,1,40.700072,-89.613414,1994,8598,98,354,365,0,0,0.0,0.0,0,1.760119,0.914585,6.5,6.3,6.3,5.7,6.5,5.7,4.4,4.0,3.4,3.0,2.3,1.6,0.7
206,838499,15,3,1001,42101,1,21.30758,-157.85542,1991,8346,95,345,365,0,0,0.0,0.0,0,0.745615,0.337439,2.4,2.3,2.3,2.3,2.4,2.3,1.9,1.7,1.4,1.2,0.9,0.7,0.4
207,839931,48,201,24,42101,1,29.901036,-95.326137,2007,8152,93,334,365,0,0,0.0,0.0,0,0.420829,0.216751,1.6,1.6,1.6,1.6,1.6,1.5,1.2,1.0,0.8,0.7,0.5,0.4,0.2
208,840910,51,13,20,42101,1,38.8577,-77.05922,2007,8436,96,348,365,0,0,0.0,0.0,0,0.282456,0.259634,1.6,1.6,1.6,1.6,1.6,1.5,1.0,0.9,0.7,0.6,0.5,0.2,0.0
209,842521,6,1,9,42101,1,37.743065,-122.169935,2016,8646,98,353,366,0,0,0.0,0.0,0,0.337173,0.145076,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.6,0.5,0.4,0.3,0.2
210,842839,4,19,1011,42101,1,32.204411,-110.878067,2012,8729,99,361,366,0,0,0.0,0.0,0,0.178119,0.112366,1.0,1.0,1.0,0.9,1.0,1.0,0.6,0.5,0.4,0.3,0.2,0.1,0.1
211,843429,47,157,24,42101,1,35.151194,-90.041559,1998,8704,99,364,365,0,0,0.0,0.0,0,0.933835,0.610881,5.6,5.6,5.5,5.3,5.6,5.1,3.6,3.0,2.0,1.5,1.1,0.8,0.4
212,844140,39,35,66,42101,1,41.462831,-81.580125,2001,8466,97,349,365,0,0,0.0,0.0,0,0.436712,0.243491,2.6,2.6,2.4,2.3,2.6,2.2,1.2,1.1,0.9,0.7,0.5,0.4,0.2
213,846267,29,510,86,42101,1,38.673221,-90.239166,2004,8739,99,364,366,0,0,0.0,0.0,0,0.490022,0.311669,3.3,3.3,3.2,3.1,3.3,2.8,1.6,1.3,1.0,0.8,0.6,0.4,0.2
214,848470,50,21,2,42101,1,43.608056,-72.982778,1994,5835,67,240,365,0,0,0.0,0.0,0,0.774807,0.547625,4.1,4.1,4.0,4.0,4.1,4.1,2.6,2.3,1.9,1.5,1.0,0.6,0.3
215,848986,6,83,4003,42101,1,34.596095,-120.631282,2005,8330,95,358,365,0,0,0.0,0.0,0,0.037587,0.069474,0.7,0.7,0.7,0.7,0.7,0.6,0.3,0.2,0.1,0.1,0.1,0.0,0.0
216,851328,51,510,9,42101,1,38.810403,-77.04435,2004,8676,99,362,366,0,0,0.0,0.0,0,0.349043,0.302585,2.0,2.0,2.0,2.0,2.0,2.0,1.4,1.2,0.9,0.7,0.5,0.3,0.0
217,855309,51,760,24,42101,1,37.5626,-77.465,2004,8685,99,361,366,0,0,0.0,0.0,0,0.392838,0.274721,2.3,2.3,2.2,2.2,2.3,2.1,1.3,1.1,0.8,0.7,0.5,0.4,0.0
218,862256,17,31,63,42101,1,41.877682,-87.635027,2003,8620,98,359,365,0,0,0.0,0.0,0,0.542912,0.262083,2.4,2.4,2.3,2.2,2.4,2.2,1.4,1.2,1.0,0.9,0.7,0.5,0.3
219,862951,48,29,46,42101,1,29.426944,-98.486389,2008,8703,99,359,366,0,0,0.0,0.0,0,0.233919,0.19551,2.7,2.7,2.7,2.6,2.7,2.6,0.8,0.7,0.6,0.5,0.3,0.2,0.1
220,864109,55,79,44,42101,1,43.092789,-88.005644,1993,8724,100,364,365,0,0,0.0,0.0,0,0.864305,0.610481,6.0,6.0,5.9,5.8,6.0,6.0,2.8,2.4,2.0,1.6,1.2,0.7,0.3
221,870709,11,1,41,42101,1,38.895572,-76.958072,2008,8749,100,364,366,0,0,0.0,0.0,0,1.22758,0.535512,3.2,3.1,3.1,3.1,3.2,3.1,2.6,2.5,2.3,2.1,1.5,1.1,0.7
222,877431,6,37,6012,42101,1,34.38344,-118.5284,2010,8470,97,337,365,0,0,0.0,0.0,0,0.205277,0.138363,1.1,1.1,1.1,1.1,1.1,1.0,0.7,0.6,0.4,0.4,0.3,0.2,0.1
223,879197,48,201,1039,42101,1,29.670025,-95.128508,2007,8169,93,332,365,0,0,0.0,0.0,0,0.302669,0.129037,1.6,1.6,1.5,1.5,1.6,1.2,0.7,0.7,0.5,0.4,0.4,0.3,0.2
224,887218,48,141,53,42101,1,31.758532,-106.501045,2006,8607,98,355,365,0,0,0.0,0.0,0,0.578273,0.413456,3.9,3.9,3.9,3.8,3.9,3.7,2.2,1.9,1.4,1.1,0.7,0.4,0.3
225,889789,6,59,7,42101,1,33.83062,-117.93845,2010,8404,96,342,365,0,0,0.0,0.0,0,0.44787,0.279931,2.0,2.0,1.9,1.9,2.0,1.9,1.5,1.3,1.0,0.8,0.5,0.4,0.2
226,893371,39,135,1001,42101,1,39.83562,-84.72049,2013,7635,87,311,365,0,0,0.0,0.0,0,0.167413,0.056014,0.5,0.5,0.5,0.5,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.1
227,893822,20,173,10,42101,1,37.702066,-97.314847,1987,8627,98,358,365,0,0,0.0,0.0,0,0.681569,0.550097,7.5,7.3,7.0,6.6,7.5,6.2,3.5,2.8,1.6,1.0,0.6,0.5,0.5
228,895436,1,73,2059,42101,1,33.521427,-86.844112,2017,2496,28,96,365,0,0,0.0,0.0,0,0.355609,0.159987,1.1,1.1,1.1,1.1,1.1,1.1,0.9,0.8,0.7,0.6,0.4,0.3,0.2
229,895920,4,13,13,42101,1,33.405323,-112.074036,1996,8578,98,354,366,0,0,0.0,0.0,0,1.19768,0.835656,5.2,5.1,5.0,4.9,5.2,5.1,3.9,3.5,3.0,2.4,1.6,0.9,0.4
230,896282,32,31,16,42101,1,39.525083,-119.807717,2010,8504,97,354,365,0,0,0.0,0.0,0,0.133443,0.198361,1.9,1.9,1.8,1.8,1.9,1.8,1.1,0.8,0.5,0.3,0.1,0.1,0.0
231,898130,39,153,22,42101,1,41.080266,-81.516228,2005,8519,97,355,365,0,0,0.0,0.0,0,0.471687,0.247493,1.9,1.9,1.8,1.7,1.9,1.7,1.3,1.2,0.9,0.8,0.6,0.4,0.2
232,901508,36,93,3,42101,1,42.79901,-73.9389,1995,8631,99,360,365,0,0,0.0,0.0,0,0.401981,0.362976,5.7,5.6,5.4,5.1,5.7,4.3,1.9,1.4,1.0,0.7,0.5,0.3,0.1
233,906075,18,97,73,42101,1,39.789486,-86.06085,1994,8680,99,361,365,0,0,0.0,0.0,0,0.43015,0.278892,4.5,4.4,4.3,4.1,4.5,3.0,1.6,1.3,0.9,0.7,0.4,0.3,0.3
234,907579,48,201,1035,42101,1,29.733726,-95.257593,2008,7856,89,321,366,0,0,0.0,0.0,0,0.194437,0.155078,1.5,1.5,1.4,1.4,1.5,1.3,0.8,0.6,0.4,0.3,0.3,0.2,0.0
235,910541,10,3,2004,42101,1,39.739444,-75.558056,2009,8511,97,354,365,0,0,0.0,0.0,0,0.286089,0.139923,1.4,1.3,1.3,1.2,1.4,1.3,0.9,0.7,0.5,0.4,0.3,0.3,0.2
236,911443,26,81,20,42101,1,42.984173,-85.671339,2007,6485,74,267,365,0,0,0.0,0.0,0,0.259214,0.123978,1.3,1.2,1.2,1.1,1.3,1.1,0.7,0.6,0.5,0.4,0.3,0.2,0.1
237,920822,27,123,44,42101,1,44.955799,-93.16661,1989,7981,91,330,365,0,0,8.0,8.0,0,2.088585,1.228471,10.8,10.7,10.3,10.2,10.8,10.3,5.7,5.2,4.4,3.7,2.7,1.9,0.8
238,924632,4,13,3003,42101,1,33.47968,-111.91721,1996,8727,99,364,366,0,0,0.0,0.0,0,1.044655,0.689063,4.9,4.9,4.9,4.8,4.9,4.9,3.4,3.0,2.5,2.0,1.3,0.8,0.4
239,928532,4,13,22,42101,1,33.479136,-112.112493,1996,4198,48,176,366,0,0,7.0,7.0,0,3.395855,1.671588,10.0,10.0,9.8,9.8,10.0,10.0,8.0,7.6,6.6,5.7,4.4,3.1,1.4
240,930533,34,3,5001,42101,1,40.882373,-74.042172,1999,8569,98,355,365,0,0,0.0,0.0,0,0.821893,0.523753,4.9,4.9,4.6,4.5,4.9,4.4,2.9,2.5,1.9,1.4,1.0,0.7,0.4
241,934454,48,141,37,42101,1,31.768291,-106.50126,2006,8699,99,359,365,0,0,0.0,0.0,0,0.322888,0.227176,1.9,1.9,1.8,1.8,1.9,1.9,1.2,1.0,0.8,0.6,0.4,0.3,0.1
242,945692,53,33,15,42101,1,47.617877,-122.196234,1995,8755,100,365,365,0,0,2.0,2.0,0,1.60771,0.853015,9.7,9.7,8.8,8.6,9.7,6.4,4.6,4.0,3.1,2.6,2.0,1.5,0.7
243,946256,39,49,5,42101,1,40.060124,-82.976857,1998,8592,98,355,365,0,0,0.0,0.0,0,0.673452,0.39546,4.3,4.3,4.2,4.0,4.3,3.7,2.2,1.8,1.3,1.1,0.8,0.6,0.3
244,950323,32,31,22,42101,1,39.532004,-119.784982,1995,8643,99,359,365,0,0,0.0,0.0,0,1.565197,0.990763,6.2,6.1,6.0,6.0,6.2,6.0,4.9,4.4,3.6,3.0,2.0,1.2,0.7
245,950527,1,73,1003,42101,1,33.485556,-86.915,2004,8762,100,365,366,0,0,0.0,0.0,0,0.416834,0.491845,4.3,4.2,4.2,3.9,4.3,3.9,2.0,1.7,1.3,1.0,0.7,0.3,0.0
246,956316,39,35,53,42101,1,41.441532,-81.704453,2004,8589,98,358,366,0,0,0.0,0.0,0,0.550274,0.30653,1.9,1.9,1.9,1.9,1.9,1.9,1.4,1.3,1.1,1.0,0.7,0.5,0.2
247,967266,17,143,36,42101,1,40.700072,-89.613414,1998,8391,96,346,365,0,0,0.0,0.0,0,1.430723,0.832683,6.5,6.5,6.3,6.3,6.5,5.8,3.7,3.4,3.0,2.6,1.9,1.3,0.5
248,971374,36,67,17,42101,1,43.04257,-76.1433,1995,8518,97,352,365,0,0,0.0,0.0,0,0.694928,0.406874,3.4,3.3,3.3,3.3,3.4,3.3,2.3,2.0,1.5,1.2,0.8,0.6,0.3
249,978117,27,123,50,42101,1,44.9558,-93.14585,1993,8748,100,364,365,0,0,0.0,0.0,0,1.610494,0.824998,8.6,8.4,7.9,7.9,8.6,6.5,4.0,3.6,3.2,2.7,2.1,1.4,0.7
250,979011,27,37,423,42101,1,44.77553,-93.06299,2012,8733,99,364,366,0,0,0.0,0.0,0,0.034822,0.088687,1.1,1.1,1.0,1.0,1.1,1.0,0.4,0.3,0.2,0.1,0.0,0.0,0.0
251,982045,20,209,21,42101,1,39.117219,-94.635605,2009,8177,93,341,365,0,0,0.0,0.0,0,0.298166,0.220592,1.6,1.6,1.6,1.6,1.6,1.6,1.0,0.9,0.7,0.6,0.4,0.3,0.1
252,984318,12,31,80,42101,1,30.309119,-81.652341,1998,7720,94,335,365,0,0,0.0,0.0,0,0.410933,0.260227,2.4,2.4,2.4,2.4,2.4,2.2,1.3,1.1,0.8,0.7,0.5,0.4,0.0
253,985035,42,11,100,42101,1,40.335278,-75.922778,1997,7992,91,332,365,0,0,0.0,0.0,0,0.524424,0.404324,3.4,3.4,3.4,3.3,3.4,3.0,2.0,1.6,1.2,1.0,0.7,0.5,0.1
254,986239,6,73,1002,42101,1,33.127711,-117.075325,2002,8730,100,364,365,0,0,0.0,0.0,0,0.995178,0.61548,3.9,3.8,3.8,3.8,3.9,3.8,3.1,2.8,2.4,1.9,1.2,0.8,0.4
255,987047,17,31,3103,42101,1,41.965193,-87.876265,1998,8308,95,344,365,0,0,0.0,0.0,0,0.774049,0.35151,3.6,3.6,3.5,3.4,3.6,2.7,2.0,1.8,1.4,1.2,0.9,0.7,0.4
256,996256,18,97,78,42101,1,39.811097,-86.114469,2010,4168,48,173,365,0,0,0.0,0.0,0,0.350504,0.194956,1.5,1.5,1.4,1.4,1.5,1.4,1.2,1.0,0.7,0.6,0.4,0.3,0.2
257,996752,8,41,6004,42101,1,38.921382,-104.813032,1994,8727,100,363,365,0,0,0.0,0.0,0,0.540736,0.351133,2.3,2.3,2.2,2.2,2.3,2.2,1.6,1.4,1.2,1.0,0.7,0.5,0.1
258,1008264,6,25,1003,42101,1,32.79222,-115.56306,2002,8648,99,357,365,0,0,0.0,0.0,0,0.354741,0.325456,2.9,2.9,2.8,2.8,2.9,2.8,1.5,1.3,0.9,0.7,0.5,0.3,0.0
259,1012263,17,163,10,42101,1,38.612034,-90.160477,2002,8597,98,356,365,0,0,0.0,0.0,0,0.466046,0.273729,2.8,2.8,2.7,2.6,2.8,2.6,1.7,1.4,0.9,0.7,0.5,0.4,0.2
260,1013622,17,31,4002,42101,1,41.855243,-87.75247,1992,8534,97,355,366,0,0,0.0,0.0,0,0.538458,0.477726,5.0,4.9,4.8,4.7,5.0,4.0,2.4,1.9,1.4,1.1,0.7,0.4,0.1
261,1013633,18,141,1008,42101,1,41.693659,-86.236673,1992,1896,22,79,366,0,0,0.0,0.0,0,0.520042,0.331717,3.3,3.2,3.2,3.1,3.3,2.5,1.8,1.5,1.1,0.9,0.6,0.4,0.3
262,1034909,6,67,6,42101,1,38.613779,-121.368014,1996,8628,98,352,366,0,0,0.0,0.0,0,0.610014,0.651431,6.0,5.9,5.9,5.8,6.0,5.0,3.5,2.8,1.9,1.3,0.7,0.4,0.2
263,1035324,36,47,71,42101,1,40.695783,-73.983683,1995,7072,81,291,365,0,0,2.0,2.0,0,1.948176,0.942009,9.8,9.7,9.3,8.8,9.8,7.9,4.9,4.5,3.7,3.1,2.4,1.7,1.0
264,1042644,21,111,75,42101,1,38.1936,-85.7119,2015,7117,81,285,365,0,0,0.0,0.0,0,0.338106,0.130154,1.6,1.6,1.6,1.5,1.6,1.4,0.7,0.7,0.6,0.5,0.4,0.3,0.2
265,1046643,6,25,1003,42101,1,32.79222,-115.56306,2003,5622,64,254,365,0,0,0.0,0.0,0,0.138652,0.244451,2.6,2.6,2.4,2.2,2.6,2.4,1.0,0.9,0.6,0.4,0.2,0.0,0.0
266,1047582,39,35,48,42101,1,41.49984,-81.68656,1991,8319,95,344,365,0,0,0.0,0.0,0,1.43974,0.834701,5.8,5.8,5.7,5.6,5.8,5.7,3.9,3.5,3.0,2.6,1.9,1.3,0.5
